id,title,company,industry,location,salary,employment_type,experience,education,posted_date,closing_date,contact_email,contact_phone,apply_instructions,description,requirements,url,source
37886,Customer Operations Support,Nova Link Transport Sdn. Bhd.,N/A,N/A,$400 - $550 Negotiable + Other Benefits,N/A,N/A,N/A,N/A,20-Jan-2026,TO:novalinktrs@gmail.com,601 162 599601,N/A,"Apply Now
Workplace Circumstances
Environment:
Office
Languages:
English, Khmer, Chinese - Mandarin, Chinese - Simplified
Location:
Preah Sihanouk Province
Position Circumstances
Career Category:
Customer Service/Support
Schedule:
Full-time
Salary:
$400 - $550 Negotiable + Other Benefits
Open to Foreign National:
Yes
Position Summary
The Customer
Operations
Support team
is
responsible
for
processing
and
verifying client order requests, updating shipment
and
delivery records,
and
assisting
with
internal coordination across logistics departments.
This
role involves daily
data
entry, communication
with
internal teams,
and
maintaining operational accuracy within our system. Successful
candidates
will
be
detail-oriented, proactive,
and
capable
of
handling routine tasks
with
professionalism.
This job
needs
someone
who
can focus, follow steps,
and
use
basic
computer skills.
Duties & Responsibilities:
Job scope:
Process
and
verify incoming order requests
and
shipment instructions using
the
company’s logistics system
Monitor
and
update daily records
related
to order tracking, shipping status,
and
delivery confirmation
Perform
data
entry
and
document validation
for
both incoming
and
outgoing logistics tasks
Coordinate
with
internal teams
and
clients via
email
and internal communication tools
to
clarify order details
or
resolve updates
Ensure
all
activities comply
with
internal logistics procedures
and
company policies
Support
the
logistics coordination team by maintaining accurate reporting
and
documentation
Benefits:
Accommodation
is
provided
Allowance – Meals
Allowance – Overtime
Facilities –
Safe
& Clean
Working
Conditions
Training – In-House Programs
Expected Profile of Candidates
Languages:
English
- Medium
is
preferred
Khmer
- Medium
is
required
Chinese - Mandarin
- Basic
is
preferred
Qualifications:
High School Diploma
as
a
minimum
Skills & Knowledge:
General & Technical Skills
Computer literate
Soft Skills
Basic English communication skills","Regional Operations Center, Preah Sihanouk, Cambodia, Preah Sihanouk Province, Cambodia",https://www.bongthom.com/job_detail/customer_operations_support_37886.html,BongThom
37890,Legal Expert,Mekong River Commission,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,20-Jan-2026,N/A,N/A,N/A,"The Mekong River Commission (MRC)
is
the inter-governmental organization,
working
with
the
governments
of
Cambodia, Lao PDR, Thailand,
and
Viet Nam
to
address
their
common interests, jointly manage shared water resources
and
promote
the
sustainable
development
of
the
Mekong River.","No. 576, National Road No. 2, Sangkat Chak Angrae Kraom, Khan Mean Chey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/legal_expert_37890.html,BongThom
37889,Senior Internal Auditor,"Socfin KCD Co.,Ltd",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,20-Jan-2026,TO:job.socfinkh@gmail.com,071 333 4459,N/A,"SOCFIN GROUP
is
an agriculture
based
multinational group specialized
in
Rubber & Oil Palm cultivation & Processing mainly
in
West Africa
and
South East Asia.
In
Cambodia, Socfin group
is
represented by its subsidiaries Socfin Kcd Co., Ltd.
and
Coviphama Co., Ltd.","#23, Street 594, Sangkat Boeng Kak Ti Pir, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/senior_internal_auditor_37889.html,BongThom
37888,Computer Instructor,Journeys Within Our Community Organization,N/A,N/A,$280 - $320 Based on Experience,N/A,N/A,N/A,N/A,20-Jan-2026,TO:eec@jwoc.info,010 826 989,N/A,"Founded
in
2005, Journeys Within Our Community (JWOC)
is
a non-profit organization
based
in Siem Reap, Cambodia. JWOC’s current mission
is
to
work
in partnership
with
Cambodian youth
to
fulfill
their
potential
in
education, employment
and
sustainable
development
of
their
society.","# Cambodia-Korea Friendship Road, Kruos, Svay Dankum Sangkat, Siem Reap Municipality, Siemreap Province, Cambodia",https://www.bongthom.com/job_detail/computer_instructor_37888.html,BongThom
37887,Call for Application to Participate in the CAPRED’s ESCO Pilot Demonstration Program,Branch of Cowater International Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20-Jan-2026,TO:procurement@capred.org,N/A,N/A,"The CAPRED Facility
is
Australia's flagship bilateral economic
development
program
in
Cambodia, focusing
on
economic recovery
and
resilience over
the
next five years,
with
a possible three-year extension.
The
Facility supports
Cambodia
in implementing
a
range
of
important economic reforms
to
support
the
country's economic transition. These interventions
and
reforms aim
to
encourage
more
productive
and
inclusive public
and
private investment, promoting
a
resilient, inclusive,
and
sustainable economy (RISE).","#GIA Tower G (G1701-G1710) Koh Pich City, 17th Floor, Sopheak Mongkol Rd, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/call_for_application_to_participate_in_t_37887.html,BongThom
37871,"Finance-Administrative Executive, and General Affair Executive","Evergreen Shipping Services (Cambodia) Co., Ltd",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,20-Jan-2026,TO:mgt@evergreen-shipping.com.kh,023 901 278,N/A,"EVERGREEN SHIPPING
SERVICES
(CAMBODIA) CO., LTD
is
one
of
the world’s leading ocean carriers serving international ocean shipping
needs
with its vast fleet operations,
service
quality
and
commitment
in
on-time delivery.","The Gateway Office Tower, Level 20 (Unit 20-10 to 20-13)  Russian Federation Blvd, Phum 10, Sangkat Phsar Depou Ti Muoy, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/finance_administrative_executive_and_gen_37871.html,BongThom
37884,"Senior Strategic Planning Officer, Skill Intelligence Analyst, Senior Program Innovation Officer, and HR Officer",Skills Development Fund,"Senior Program Innovation Officer supports the Strategy Manager in operationalizing the division’s mandate by turning strategic directions and skills needs into practical programs, pilot initiatives, and industry-driven interventions. The role involves benchmarking best practices, designing and refining program concepts, and ensuring alignment with SDF’s mission to enhance workforce development. It also strengthens existing programs by identifying gaps, proposing improvements, and optimizing implementation processes to ensure effective delivery and alignment with institutional goals.",N/A,Negotiable,N/A,N/A,N/A,N/A,04-Jan-2026,TO:info@sdfcambodia.org,N/A,N/A,"The
Skills
Development Fund (SDF)
project
has been piloted by
the
Ministry
of
Economy
and
Finance (MEF) since March 2018
to
test
a
new
and
innovative financing mechanism
in
order
to
promote demand-driven
and
sustainable
skills
development
with
the ultimate objectives
of
diversifying
and
increasing value addition
of
Cambodia’s Economy
as
well
as
creating better
and
well-paid jobs
for
Cambodian citizens.
As
a result,
the
SDF has approved 169 training
projects
in priority sectors such
as
Manufacturing, Construction, ICT, Electronics, Automotive,
and
Tourism amount 14.28 million USD worth
of
training grants
for
32,826 trainees (34% female) under
the
cost-sharing
and
joint-training model between industry
and
training providers (public, private
and
NGO). Training outcomes include 4% dropout, 88% employment, 85% employers’ satisfaction,
the
salary
of
graduate average
of
$246.
This
demand-driven model has strongly been welcomed by
the
market
and
development partners
and
has proven
to
be
an
effective
and
efficient model
in
transforming
the
training
market
into
a
demand-responsive
and
sustainable
skills
development.","8th Floor, BDC Building, OCIC Blvd, Sangkat Chroy Changvar, Khan Chroy Changvar, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/senior_strategic_planning_officer_skill_37884.html,BongThom
37874,"ប្រធានការិយាល័យវិស្វកម្មសំណង់ស៊ីវិល, ជំនួយការនាយិការងប្រតិបត្តិ លក់ និងទីផ្សារ, និង មន្រ្តីត្រួតពិនិត្យឥណទាន","Ly Hour Development Vimean Phnom Penh Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,20-Jan-2026,TO:hrm@bvmpp.com,098 543 344,N/A,ក្រុមហ៊ុន​ លី​ ហួរ​ ឌីវេឡុបម៉ិន វិមាន​ភ្នំពេញ​ ឯ.ក គឺជា​ក្រុមហ៊ុន​សំណង់​ឈាន​មុខ​គេ​ក្នុង​ប្រទេសកម្ពុជា​ និង​ជាទី​ផ្សារ​លំនៅ​ដ្ឋាន​ ប្រកបដោយ​គុណភាព​ សោភ័ណ​ភាព​ សុវត្ថិភាព​ និង​បរិស្ថាន​ល្អ​។ យើង​កំពុង​ស្វែងរក​បេក្ខជន​ដែល​មាន​សមត្ថភាព​ដើម្បី​បំពេញ​ មុខ​ដំណែង​ដូច​ខាងក្រោម​៖,"Building 148W, Borey Vimean Phnom Penh, St.30m, Sangkat Chrang Chamreh Ti Muoy, Khan Russey Keo, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/view_detail_37874.html,BongThom
37863,"Junior Bookkeeper , Sales Representative",Glow Cakes,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,16-Jan-2026,TO:vetoglow@glow-cakes.com,069 522 251,N/A,"Glow Cakes exist
to
brighten up your celebration
. Established
in
2009
, we
are
Cambodia’s premium cake artisan brand — one
of
the first
and
most loved sugar art cake creators
in
the country. Known
for
our creativity, craftsmanship,
and
premium flavors, we bring joy
to
every celebration through beautiful, innovative designs, seasonal campaigns,
and
bespoke custom cakes.","# 22, St 339, Village 5, Sangkat Boeng Kak 1, Khan Toul Kork, Phnom Penh 120407, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/junior_bookkeeper_sales_representative_37863.html,BongThom
37882,"Merchandising Executive, and Product Specialist","Mintha Care (Cambodia) Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,17-Jan-2026,TO:darany.heng@minthacare.com,093 849 954,N/A,"Bioderma
is
one
of
the main leading French dermo-cosmetic brands. Created
in
1977, it
is
today among
the
top 10 worldwide brands
in
dermo-cosmetics
and
is present
in
over 100 countries. Bioderma has opened
a
joint venture structure
in
January 2022
in
Phnom Penh under
the
name Mintha Care (Cambodia) Co., Ltd.","#540 Aquation, Building G Lot G3a, Koh Pich Street, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/merchandising_executive_and_product_spec_37882.html,BongThom
37883,Marketing Officer,Women’s Media Centre of Cambodia,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,05-Jan-2026,TO:info@wmc.org.kh,N/A,N/A,"The Women's Media Centre
of
Cambodia (WMC) established
as
a non-profit, non-governmental organization
in
January 1995
and
officially registered
with
the Council
of
Ministers
in
the same year. Since its foundation, WMC has produced innovative high-quality radio, television
and
video productions
in
order
to
educate
and
inform Cambodians
on
a wide range
of
issues impacting
on
women’s rights
and
human rights, reproductive health, HIV/AIDS, trafficking, elections, domestic violence, leadership, sexual assaults, drug abuse, rule
of
law, decentralization, poverty, Civil Society Dialogue
and
Public Awareness Raising, rape, land dispute/conflicts, etc.","No. 20, Street 23D, Phum Thmei, Sangkat Dangkao, Khan Dangkao, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/marketing_officer_37883.html,BongThom
37881,"កម្មការនីផ្នែកផលិត, បុគ្គលិកផ្នែកបញ្ជាទិញ, បុគ្គលិកផ្នែកផលិត, បុគ្គលិកផ្នែកលក់, និង បុគ្គលិកផ្នែកចាត់ការទូទៅ","Kuantech (Cambodia) International Co., Ltd",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,17-Jan-2026,N/A,097 788 4918,N/A,ឥឡូវនេះ​ យើងខ្ញុំ​កំពុង​ស្វែងរក​បេក្ខជន​ដែល​មាន​សមត្ថភាព​ ដើម្បី​បំពេញ​តួនាទី​ដូច​ខាងក្រោម​៖,"National Road 3, Kilometer 66, South of Slakou Bridge, Cham Pol, Popel Commune, Tram Kak District, Takeo Province, Cambodia",https://www.bongthom.com/job_detail/view_detail_37881.html,BongThom
37878,ការអញ្ជើញចូលរួមដេញថ្លៃ​លើការផ្ដត់ផ្គង់​សម្ភារៈកសិកម្ម​សម្រាប់​កសិករដាំដុះដំណាំបន្លែ,Live and Learn Cambodia Organization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05-Jan-2026,TO:awr.cambodia@livelearn.org,081 340 946,N/A,"អង្គការ​រស់នៅ​ និង​សិក្សា​នៅ​កម្ពុជា​ (Live & Learn
Cambodia
Organization ) ជា​អង្គការ​ក្នុងស្រុក​ មិន​រក​ប្រាក់ចំណេញ​ ដែល​បាន​បង្កើត​ឡើង​នៅ​កម្ពុជា​នៅ​ឆ្នាំ​២០០៥ និង​បាន​ទទួលស្គាល់​ដោយ​ក្រសួងមហាផ្ទៃ​នៅ​ឆ្នាំ​២០០៥។ អង្គការ​ LLC មាន​គោលបំណង​ចូលរួម​កាត់បន្ថយ​ភាព​ក្រីក្រ​ លើក​កម្ពស់​ការ​អភិវឌ្ឍ​ និង​វឌ្ឍនភាព​ប្រកបដោយ​និរន្តរភាព​ តាមរយៈ​ការអប់រំ​ និង​រៀនសូត្រ​។ ការងារ​អាទិភាព​របស់យើង​ គឺ​គាំទ្រ​ និង​ពង្រឹង​ចលនា​សហគមន៍​ ក្នុង​ការ​ធ្វើ​ឱ្យ​ប្រសើរ​ឡើង​នៅ​និរន្តរភាព​នៃ​បរិស្ថាន​និង​ជីវភាព​។","Building 54 (Room 502), St. 598, Boeng Kak Ti 2 Sangkat, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/view_detail_37878.html,BongThom
37877,Accounting Assistant,"OPMS (Cambodia) Co., Ltd.",N/A,N/A,$700 - $900,N/A,N/A,N/A,N/A,07-Jan-2026,TO:Ratha.Chan@maca.net.au,096 970 6666,N/A,"Apply Now
Workplace Circumstances
Environment:
Office
Languages:
Khmer, English
Location:
Phnom Penh
Position Circumstances
Career Category:
Accounting, Assistant
Schedule:
Full-time
Salary:
$700 - $900
Position Summary
The company Accountant
is
responsible
for
the full accounting process including period close
and
preparation
and
analysis
of
all internal reporting
in
an accurate
and
timely manner.
Licenses & Certificates:
Cambodian driver’s licence
Performance Measures
Accurate, timely
and
efficient
data
entry.
Process improvement projects/activities
and
system audits documented appropriately
and
completed within agreed timeframes.
Actively engage
in
training.
Positive
and
collaborative contributions during team meetings.
Demonstrated use
of
the vision
and
core values
of
MACA.
Duties & Responsibilities:
Assist
in
preparation
of
monthly claims
for
projects.
Preparation
of
tax calculations
and
all tax schedules reported.
Assist
with
the timely preparation
of
monthly, quarterly
and
annual financial reports
for
internal
and
external auditors
Perform balance sheet reviews
and
identify balance sheet risk areas
Prepare detailed variance analysis
for
P&L, Balance Sheet Cash Flow
Comparison
at
month end
with
monthly
and
annual budgets
and
report
on
variance.
Consolidation
of
daily profit
and
loss/cash flow statement.
End
of
month cost analysis
of
daily profit
and
loss reports
with
month end
and
reporting
on
variances.
Compliance
with
monthly reporting timetable.
Provide
support
with financial accounting functions.
Maintain internal controls, including general ledger reconciliations
and
journal entries.
Prepare
and
process journal entries.
Prepare EOM supplier reconciliation
and
prepare monthly supplier payments.
Assist
with
the preparation
of
FBT, WHT
General accounts administration
and
ad hoc queries.
Strive
to
establish
a
culture encompassing
the
vision
and
core values
of
MACA.
Actively participate
and
contribute
to
the continuous improvement
and
innovation
of
MACA
work
practices.
Commitment, respect
and
compliance
to
the MACA safety, health
and
environment policies, ‘zero harm’ objective, STAR program, Fitness
For
Work policy
and
MACA’s vision
and
core values.
Expected Profile of Candidates
Work History:
Experience
in
accounts payable/receivable role for  1
to
3 years
Skills & Knowledge:
General & Technical Skills
Experience
in
preparing monthly P&L, Balance sheet
and
cashflow statements.
Certified Practising Accountant
or
Chartered Accountant qualified
Intermediate computer
skills
with experience using
the
Microsoft
Office
Suite.
Substantial Cost Accounting experience
Pronto Experience
or
similar ERP system/s
Apply First Aid
Soft Skills
High attention
to
detail
Strong analytical
and
problem solving skills.
Takes pride
in
own work
Shows initiative
Excellent communication skills
Fast
and
accurate
data
entry
Planning
and
organisation skills
Commitment
to
safety
in
the workplace","#42, 1st Floor, Street 222, Sangkat Boeng Reang, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/accounting_assistant_37877.html,BongThom
37873,Brand & Communication Assistant,Chevron (Cambodia) Limited,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,17-Jan-2026,TO:rosatya@chevron.com,N/A,N/A,"Chevron (Cambodia) Limited
is
a Global Energy Company most admired
for
its people, partnership,
and
performance.
The
company, operating
in
Cambodia under Caltex, StarMart
and
Coffee Plus brands,
is
seeking
for
a qualified Cambodian national
to
fill
a
position (1-Year Contract)
of
“Brand & Communication Assistant”,
based
in Head Office.","Exchange Square, 6th floor, St 106, Sangkat Wat Phnum, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/brand_communication_assistant_37873.html,BongThom
37875,Customer & Admin Support,"Isaford Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,17-Jan-2026,TO:contact@isaford.com,016 289 900,N/A,"Isaford Immigration
is
a registered company
based
in
Cambodia
providing legal migration services.
This
Phnom Penh-based
office
position
is
ideal
for
recent graduates.","Aquation Office Park, Building A: #540, Koh Pich Street, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/customer_admin_support_37875.html,BongThom
37865,"សិក្ខាកាម​វិស្វកម្មអគ្គិសនី, សិក្ខាកាមបម្រើសេវាកម្មអតិថិជន, សិក្ខាកាមគ្រប់គ្រងស្តុក និងលក់ក្នុងហាង",GIZ Office Phnom Penh,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,05-Jan-2026,TO:projectsupport@ibccambodia.com,061 723 422,N/A,"គម្រោង​គំនិត​ផ្តួច​ផ្តើ​ម អ-ប-វ អាស៊ាន-ស្វីស​ (ASTI)
គឺជា​គម្រោង​ថ្នាក់​តំបន់​ដែល​បាន​នឹង​កំពុង​អនុវត្ត​ដោយ​អង្គការ​ទីភ្នាក់ងារ​សហប្រតិបត្តិការ​អា​ឡឺម៉ង់​ GIZ (GIZ International Service) ក្នុង​ភាពជា​ដៃគូ​ជាមួយ​អង្គការ​ស្វីស​ Helvetas ក្រោម​ការ​គាំទ្រ​ផ្នែក​ហិរញ្ញវត្ថុ​ពី​ទីភ្នាក់ងារ​សម្រាប់​ការ​អភិវឌ្ឍ​ និង​កិច្ច​សហប្រតិបត្តិការ​ស្វីស​ (SDC)។ គម្រោង​នេះ​មាន​គោលបំណង​ជួយ​យុវជន​វ័យក្មេង​ ជាពិសេស​យុវជន​ជាស្រ្តី និង​បុរស​ ដែល​កំពុង​ជួយ​ឧបសគ្គ​ក្នុង​កាសិក្សា​ ឬការងារ​ ដោយ​ផ្តល់ឱ្យ​ពួកគេ​នូវ​ជំនាញ​ ដែល​សមស្រប​នឹង​ទី​ផ្សា​ការងារ​ តាមរយៈ​ការ​អនុវត្ត​កម្មវិធីសិក្សា​ផ្អែកលើ​ការងារ​ (WBL)។ គម្រោង​ ASTI កំពុង​អនុវត្ត​នៅ​ថ្នាក់​តំបន់​ ជាពិសេស​នៅ​ក្នុង​ប្រទេសកម្ពុជា​ ឡាវ​ និង​មី​យ៉ា​នម៉ា​។","IBC Office Cambodiana Hotel - Office 16 - 313 Preah Sisowath Quay, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/view_detail_37865.html,BongThom
37870,"MEP Sales Director, Project Sales Manager, and E-Commerce Manager","GGear Group Co., Ltd",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,17-Jan-2026,TO:recruiter@ggear.com.kh,016 711 191,N/A,"GGear Group Co., Ltd
is
the
Electronics distributor, retailer,
and
Mechanical Engineering
of
various brand include (1) LG Electronics products including Television, Refrigerator, Washing Machine, Commercial Air Conditioning, Household Air Conditioning, (2) Hyundai Elevator
and
Auto Parking System.","#135, Preah Monivong Blvd., Sangkat Monourom, Khan Prampir Meakkakra, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/mep_sales_director_project_sales_manager_37870.html,BongThom
37872,Various Positions,"Viya Health Cambodia Co., Ltd.",N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,05-Jan-2026,TO:hr@viyahealth.com.kh,N/A,N/A,"VIYA Health
Cambodia
is recruiting
the
position
as
following:","#67, 69, 71, Street VI-13, Sangkat Tuol Sangkae 1, Khan Russey Keo, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/various_positions_37872.html,BongThom
37867,"Sales Supervisor, and Sales Executive","MCTS Trading Co., Ltd.",N/A,N/A,$250 - $350,N/A,N/A,N/A,N/A,17-Jan-2026,TO:measchetra@gmail.com,010 222 197,N/A,"Apply Now
Workplace Circumstances
Environment:
Office
Languages:
English, Khmer
Location:
Phnom Penh
Position Circumstances
Career Category:
Sales / Marketing, Business Administration
Schedule:
Full-time
Salary:
$600 - $800
Position Summary
Reports
To
: Sales
Manager
/ Managing Director
Job Overview:
We
are
looking
for
an experienced
and
energetic Sales Supervisor
to
lead our sales team
in
promoting
and
selling household products, including softeners, liquid detergents,
and
toothpaste.
This
role requires leadership
skills
to motivate
the
team, achieve sales targets,
and
ensure smooth sales operations.
Working Conditions:
Working Days : Monday - Saturday
Working Hours : 8:am
to
12pm
and
1pm
to
5pm
Holiday : Public Holiday
Duties & Responsibilities:
Supervise
and
guide
a
team
of
Sales Executives
to
achieve sales goals.
Develop
and
implement sales strategies
for
the assigned territory.
Monitor team
performance
and
provide
coaching, training,
and
feedback.
Build
and
maintain strong relationships
with
key clients
and
distributors.
Analyze
market
trends, competitor activities,
and
customer feedback
to
drive sales growth.
Prepare regular sales reports
and
updates
for
management.
Ensure compliance
with
company policies
and
standards.
Benefits:
Commission/bonus 	:Yes
Health insurance 	:Yes
Phone Card		:Yes
Transportations 	:Yes
Annual leave 		:Labor law
Expected Profile of Candidates
Qualifications:
Bachelor's Degree
in
Business, Marketing,
or
related field.
Skills & Knowledge:
General & Technical Skills
Minimum 3-5
years
of experience
in
FMCG,
with
at least 1-2
year
in
a
supervisory role.
Soft Skills
Strong leadership, communication,
and
negotiation skills.
Results-driven, proactive,
and
excellent problem-solving abilities.
Ability
to
manage multiple priorities
and
travel
as
needed.","Street Lum, Trapeang Sala, Sangkat Pong Tuek, Khan Dangkao, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/sales_supervisor_and_sales_executive_37867.html,BongThom
37869,គ្រួបង្រៀន,The Rabbit School,N/A,N/A,Negotiable,N/A,N/A,Educational (schools / universities etc.),N/A,17-Jan-2026,TO:channlydary@rabbitschoolcambodia.net,017 525 815,N/A,អង្គការ​សាលារៀន​ទន្សាយ​គឺជា​សាលារៀន​អប់រំ​ពិសេស​នៅ​ក្នុង​រាជធានី​ភ្នំពេញ​និង​បាន​បង្កើត​ ក្នុង​ឆ្នាំ​១៩៩៧។សាលា​បាន​ផ្តល់សេវា​អប់រំ​ដល់កុមារ​ពិការ​បញ្ញា​ជាច្រើន​កំរិត​យោង​តាម​អាយុ​ និង​កំរិត​ពិការ​ផង​ដែរ​និង​មាន​ថ្នាក់​អប់រំ​ពិសេស​ថ្នាក់​មត្តេយ្យ ថ្នាក់​សមាហរណ​កម្ម​ថ្នាក់​អប់រំ​ បញ្ចូល​គ្នា​ និង​កម្មវិធី​បណ្តុះ​បណ្តាល​វិជ្ជាជីវៈ​ និង​ ការ​រកការ​ងារ​ធ្វើ​ ។,"Toul Kork Primary school , 19 Street 291, Sangkat Boeng Kak Ti Muoy, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/view_detail_37869.html,BongThom
37868,Fundraising  and Communications Manager,The Rabbit School,N/A,N/A,Negotiable,N/A,N/A,Educational (schools / universities etc.),N/A,Full time position with standard office hours. Flexibility may be required to accommodate fundraising events and deadlines.,TO:ines.carles@rabbitschoolcambodia.net,N/A,N/A,"The Rabbit School (RSO)
is
one
of
the very few
and
longest-standing local organizations
in
Cambodia providing special education
and
vocational training
for
children
and
youth
with
intellectual disabilities
and
autism. Beyond education, RSO acts
as
an advocate
and
a community-builder, bringing parents, educators,
and
local authorities together
to
advance towards
a
more inclusive society.","Toul Kork Primary school , 19 Street 291, Sangkat Boeng Kak Ti Muoy, Khan Tuol Kouk, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/fundraising_and_communications_manager_37868.html,BongThom
37857,បុគ្គលិកផ្នែកលក់ និងទីផ្សារ,"Spectrum Agrochemical Co., Ltd.",N/A,N/A,$500 - $700 Negotiable,N/A,N/A,N/A,N/A,16-Jan-2026,TO:Spectrumagrochemicalcompany@gmail.com,071 965 7833,N/A,"ដាក់​ពាក្យ​ឥឡូវ​នេះ
បរិយាកាសការងារ
បរិយាកាស:
ការិយាល័យ
ភាសា:
ខ្មែរ, អង់គ្លេស
ទីតាំង:
រាជធានីភ្នំពេញ
បរិយាកាសមុខតំណែង
ប្រភេទការងារ:
ផ្នែកលក់/ទីផ្សារ
ពេលវេលា:
ការងារពេញម៉ោង
ប្រាក់ខែ:
$500 - $700 អាច​ចរចា​បាន
សង្ខេបមុខតំណែង
ប្រុស​អាយុ​ចាប់ពី​ ២២ ដល់​ ៣៥ ឆ្នាំ​
ករណីកិច្ច និងការទទួលខុសត្រូវ:
ស្វែងរកអតិថិជនថ្មី និងដើរទីផ្សារលក់ថ្នាំកសិកម្ម
ធ្វើសកម្មភាពផ្សព្វផ្សាយផលិតផលទៅអ្នកប្រើប្រាស់
បំពេញកិច្ចការផ្សេងៗដែលបានផ្ដល់ដោយអ្នកគ្រប់គ្រង។
អត្ថប្រយោជន៍:
ប្រាក់រង្វាន់ពេលបានគ្រាប់ KPI
ប្រាក់ខែទី១៣ ប្រាក់រង្វាន់ ២ដងក្នុងមួយឆ្នាំ
អត្ថប្រយោជន៍ជាច្រើនទៀតបើសិនអ្នកក្លាយជាបុក្គលិករបស់ក្រុមហ៊ុនយើងខ្ញុំ
ប្រភេទនៃបេក្ខជនដែលបានរំពឹងទុក
គុណវុឌ្ឍិ:
មធ្យមសិក្សាទុតិយភូមិ ឬបាក់ឌុបវិទ្យាល័យ
ជំនាញ និងចំណេះដឹង:
ជំនាញទូទៅ និងបច្ចេកទេស
មិនចាំបាច់មានបទពិសោធន៍ក្នុងការដើរទីផ្សារ","No. 479A, Street 39D5, Anlong Kong Thmei, Sangkat Prey Sa, Khan Dangkao, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/view_detail_37857.html,BongThom
37862,Coach,Krousar Yoeung,N/A,N/A,$500 - $600,N/A,N/A,N/A,N/A,05-Jan-2026,TO:kresna@krousaryoeung.org,089 474 766,N/A,"Kroursar Yoeung Association (KrY)
is
a local non-governmental organization
with
no religious
or
political ties
and
was established
in
2002
with
the Ministry
of
Interior
to
promote health conditions, cognition,
and
development
of
children, strengthen childcare
and
parenting, improve
and
empower families through different
development
programs.","#577, St. Angtamin, Sangkat Kakab, Khan Pur SenChey, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/coach_37862.html,BongThom
37861,Senior Energy and Water Programme Officer,WWF-Cambodia,N/A,N/A,Negotiable,N/A,N/A,N/A,N/A,05-Jan-2026,TO:jobwwfcam@wwf.org.kh,N/A,N/A,"Want
to
make
a
positive difference
to
the future
of
people
and
our one shared home,
the
Earth?
Working
at WWF could
be
your
opportunity
of
a
lifetime.","#21, Street 322, Sangkat Boeng Keng Kang Ti Muoy, Khan Boeng Keng Kang, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/senior_energy_and_water_programme_office_37861.html,BongThom
37853,Sales Manager,"P.E.B-KH Construction Co., Ltd.",N/A,N/A,Negotiable + Based on Experience,N/A,N/A,N/A,N/A,16-Jan-2026,TO:scm@pebsteel.com,N/A,N/A,"We
are
looking
for
qualified
candidate
to
fill
for
the
position below:","The Emerald Building, 6th Floor, No 64, Preah Norodom Blvd, Khan Doun Penh, Phnom Penh, Cambodia",https://www.bongthom.com/job_detail/sales_manager_37853.html,BongThom
